avg_knee_angle,left_knee_angle,right_knee_angle,torso_angle,left_hip_angle,right_hip_angle,knee_angle_diff,knee_ankle_x_offset,shoulder_hip_alignment,form_quality,errors
126.14446384272615,130.87167065740707,129.78809918284128,52.869596736392126,115.21189371503617,110.83730513318613,1.0835714745657867,0.05233477765010433,0.019613984595007187,2,"['insufficient_depth', 'excessive_forward_lean', 'knee_cave']"
84.09426035674926,81.7693281860987,82.96709788254141,25.273269900355082,86.83251234841707,87.85579924138821,1.1977696964427054,-0.004100496173638388,0.0206282612588141,0,[]
98.60955492554662,98.96965586835137,98.94979815986254,31.314376477322842,93.6263136776995,97.80033864311304,0.019857708488828507,0.0009336586130979192,0.023942708450543092,1,[]
88.75438212754187,87.12133445409115,88.33427058154547,28.96151412244715,87.99207203327674,88.99210906751014,1.212936127454313,0.008600895142660754,0.012894685830180922,0,[]
85.74964067898038,84.73668644921008,87.83029314341995,28.107102645668892,91.77181444632525,98.1849236699131,3.0936066942098677,0.013363261454781257,0.006202057769893729,0,[]
83.54120885391579,86.97205104951426,84.59784950047354,20.588468578188635,86.67604248654398,84.95249960040148,2.37420154904072,0.03732921109901674,0.004131041744091452,1,['knee_cave']
83.31031876916381,82.59190538585952,81.79472535635713,23.57859046777692,89.62029815349683,89.87482782493639,0.7971800295023854,-0.012644453442892644,0.011132944285834152,0,[]
120.81773604468219,119.0449213546017,121.21480930490756,57.33555798021106,107.4866603131245,109.86991817385741,2.1698879503058635,0.060176187321003,0.005116261535283279,2,"['insufficient_depth', 'excessive_forward_lean', 'knee_cave']"
86.15667641664541,88.07370213476038,84.43133452813775,24.79897619059575,90.9719246763529,98.28410076559327,3.642367606622628,-0.003082559113450759,0.01924737989648126,0,[]
82.12945907913104,82.59575307180194,82.67270492088883,25.32701196873878,87.88046241210391,87.95117175636322,0.07695184908689612,0.02883283555780828,0.0018281954632296646,1,[]
85.87130654705064,89.13987423439443,87.803602609048,23.25824300710445,89.97822752550056,86.86048594426515,1.336271625346427,-0.0012634701112754377,0.02108017280121851,0,[]
84.7024116397373,84.96191486333127,86.16964237899127,28.51318456798555,87.3235918753078,90.18149860551233,1.2077275156599967,0.05650626627903334,0.04285574212403876,1,['knee_cave']
129.98409228591,129.11692228723146,130.7983270616293,56.41793227170564,116.48419548281473,114.95057751011153,1.6814047743978335,0.05273206151545758,0.0006191531614338547,2,"['insufficient_depth', 'excessive_forward_lean', 'knee_cave']"
89.07158819275594,89.10586952870234,91.51713516772057,28.455710317792917,92.85282827065208,93.69887381137487,2.411265639018225,0.010512868651744669,0.027757746102312433,1,[]
