avg_elbow_angle,left_elbow_angle,right_elbow_angle,hip_deviation,torso_angle,left_hip_angle,right_hip_angle,shoulder_width_ratio,form_quality,errors
129.53259039763142,130.27496225886628,128.84685498422806,0.12497662233683896,15.603080688648381,152.75202885763068,158.14710394362874,1.4925930983744102,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
88.1869371558164,86.38027717230464,86.13433605562489,-0.005357911171210783,14.135976776033436,168.831386703216,164.30560061028157,0.9717755638263021,0,[]
84.3209937009036,84.49056027370523,86.8755128153277,0.0014382443891259602,5.582756459461315,169.50320858472796,168.80576523916352,1.0569985993031463,0,[]
86.47601852136505,84.32774382688524,85.43292428190225,0.01589706637397051,3.27087425734868,166.93258785671767,166.3617695392064,0.9784904999944044,0,[]
83.18896547901494,82.06753324848047,83.09172050850839,0.05273035750888955,8.609774669050367,162.9408469637163,163.51901977465042,0.9779533618728552,1,['hip_sag']
115.07970283407265,114.16638487128787,117.92734052796148,-0.013086539662335025,10.775639233277763,167.08451928798922,172.92345624333248,1.0428154488477759,1,['insufficient_depth']
82.68746612062658,82.30602636501038,81.84082702263355,-0.00807255324822607,5.056475289743141,168.13853487116094,176.71591903169818,1.0073979232712396,0,[]
130.29919023571512,127.89932097744085,130.8973043115971,0.006642912090145887,20.023274827580142,171.19185374425916,168.48555251143728,1.1541168984833128,2,['insufficient_depth']
84.9331801640966,84.65396036716504,85.60266997788219,0.0047627726775434755,3.8148676564091875,171.55239907145344,168.92962313692897,0.9166463543738335,0,[]
88.34955185875141,87.61472608054707,89.02570984018458,-0.08253726930743885,3.011947934142313,168.0917805403854,162.39961760771592,0.9404739216326811,1,['hip_pike']
82.17364353444768,81.27276625879597,82.42620580892282,0.024163514046215653,6.873645277665087,165.601617764063,168.01355210132152,1.1060185124521262,0,[]
85.68702220313432,84.70934398244574,88.02622249049838,-0.08000518776545296,0.0,163.05457452720168,165.60025156651506,1.0537196054230809,1,['hip_pike']
79.94320804784557,77.09573917704745,80.8358523429317,0.008070516598923766,1.897075844976803,166.7731516271855,165.34504438932606,1.0117638055794131,0,[]
116.2107868963896,117.75018001291143,117.56285111225539,0.0667220887948711,16.190201335267776,166.5109646475765,164.75285008073666,1.5622128946435112,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
82.5525200560467,80.570307424872,84.48851766515443,-0.014456627808515829,8.798913671508096,168.29345729233034,169.5737629426197,1.0686171171433259,0,[]
83.65005096511246,82.39815854209851,84.65356791191981,-0.07608374561396726,4.321924954762321,158.31689021991969,161.32618835406808,0.9175833679648315,1,['hip_pike']
85.9692497738137,85.99427729265676,87.745964823483,-0.004741873079527308,1.6951345112772143,171.89603934046397,165.26052648490594,1.0332916548903357,0,[]
89.55480673829635,88.38207883817233,86.51803079856114,-0.022947052357424967,1.8869399369879065,173.82518724447337,164.70039335477878,1.0206809942737305,0,[]
116.34803410793135,119.59694515255653,118.2681887046741,0.05258277050369116,15.78686358561274,167.53206937096402,164.09032367317334,1.4139492139518044,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
86.19694570210703,83.16556185908009,83.70169010381944,0.012374068344211541,2.8608587549260585,170.89157876249246,173.77595685126857,1.052592743026376,0,[]
115.85871059369249,116.22669530924279,120.93572172366103,0.0015830633580754757,5.812195576881382,173.3653950264339,168.97646831131294,0.9690540426237483,1,['insufficient_depth']
82.43226266142426,84.33137825951393,81.18157107588122,-0.0734446036569676,8.695784972623617,160.35854854397132,164.63433186608611,0.9787428932008114,1,['hip_pike']
85.27146934488363,83.56498264376599,84.69670262178528,0.003423424952083577,12.55242211260176,165.26733149928063,167.88553646290117,1.0938422305640836,0,[]
126.2483972593725,126.05571203699061,125.84149079016628,0.09408412912993389,12.745728518565153,158.55381780290648,163.3361741509961,1.4384315909607022,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
122.42396025663189,124.99250144855971,122.73877778511381,0.049348698662064996,15.641139322256622,162.9746954051276,161.90162591163522,1.203130603156393,2,['insufficient_depth']
86.906517904459,86.42159510981149,85.95549290768342,-0.003710106599304949,7.767524718494197,172.4965350879091,171.64727764456936,0.9016553874560976,0,[]
83.11196654699648,83.37571417323879,84.74949444769136,0.007017296743644856,5.585311919428664,169.5820479245086,171.65233647403056,1.03147020030511,0,[]
121.42580937847099,121.42842111427949,125.04270577924287,0.07334113207660392,10.42224990277174,166.71124297487304,159.56366299940046,1.3723095217024373,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
130.42694379008205,128.53989370826406,129.6679921528517,0.043961644631338385,9.564949396485792,163.76753661721784,163.70329857059085,1.5525447581581795,2,"['insufficient_depth', 'elbow_flare']"
129.68331489519107,130.03995479153312,131.2224914044377,0.09166117724482402,13.762977120845514,156.5885977311465,159.01882721580796,1.3908362330532573,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
79.13718583973625,80.93352942075083,77.67995711465768,0.02604037718790266,3.3873148606838597,170.6664603822817,165.19577927717557,0.9181190348527901,0,[]
84.6013395861328,86.67847718095759,87.2194614826916,-0.05293814929535606,5.171479508005482,164.143060886289,167.15487231548624,1.0008903310743322,0,['hip_pike']
83.73858937587192,84.44179826671784,84.21257438267058,-0.05646899771436283,5.056969305036162,167.23435466689557,166.84774107878826,0.9514971680762813,1,['hip_pike']
125.533226591737,124.80782784066004,125.88251824029776,0.0802028318416507,14.570956430828273,162.88745989934958,162.73743536614467,1.342608915702951,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
116.56865713299035,118.33913316717519,116.27912036547204,0.0966661610617244,13.111949715377191,156.54269172093203,166.13822225085622,1.2383973564059827,2,"['insufficient_depth', 'hip_sag']"
122.95313643293156,125.87001486794276,124.12268041518684,0.07257667309696979,16.752150553127535,154.52854871768113,162.99838039358863,1.2436159805560252,2,"['insufficient_depth', 'hip_sag']"
86.89382419036473,84.33764746494111,90.66620250747688,0.013625899459009567,5.380600928887528,166.9977966750139,162.68498038471205,0.8468110066843803,0,[]
88.54759222525797,87.3862894197668,89.9369334485148,-0.0048597716324464526,4.387791454854696,170.28174338706802,171.46926726096447,0.9754172192517258,0,[]
84.95310365631008,85.01619301351894,86.06327215550219,0.06943006595368502,1.066114294869443,159.49633398064935,163.08690456041518,1.0084249397382812,1,['hip_sag']
88.22872047239916,88.85653689531426,86.56198286050035,-0.012684915491510207,5.999211117854765,163.9628059709221,162.51255814287512,0.9987068576023072,0,[]
85.97463287322049,89.39370210447302,88.93129107410094,-0.013138866211226027,4.708822622377577,171.04169029906626,164.91913275999067,1.0713163488450017,0,[]
89.30135186351734,88.00074606688278,89.36820797221229,0.00708060124632627,2.0943952308439817,167.83205846393162,168.89320338296815,1.5508978634552306,1,['elbow_flare']
91.21119582673187,92.82539005804179,92.67964282478414,-0.008694299515143375,9.668048980849932,172.5711253139358,166.6086989269932,0.9905565575347762,0,[]
82.80139185031423,82.40785587267916,82.67009876059508,-0.014846336786112328,8.672376307505521,171.62333474154653,170.3581702254645,0.9402060685864232,0,[]
120.87641886595902,118.53611602707181,122.65938715423633,0.057725542598659814,14.616597792563704,164.06320445568008,162.92624516937562,1.5570200678313184,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
86.01892530014005,87.30895867877018,90.12801548938161,0.002790792654782828,6.672727528474448,169.95627112685546,169.53592477690208,0.9331228153353552,0,[]
113.26756394131363,112.91735649852232,115.53362557875691,0.02331854177896857,4.50651240778124,171.18357186424825,171.0077701238697,1.0015065514625816,1,['insufficient_depth']
125.2838384828373,124.66971426331077,125.466215870774,0.08611067063007101,14.907801620667378,160.799018104337,159.13232475390944,1.2758338970778662,2,"['insufficient_depth', 'hip_sag']"
85.31488914685559,82.80900891264753,89.66186182064234,-0.00757356844427687,5.139782501318103,169.0250723802091,170.4781609772901,1.6098127467403436,1,['elbow_flare']
118.11286852087842,116.50176044384123,117.54990505152963,0.09543925471577916,11.752972929579933,158.8216491550537,165.01281347812824,1.4657387029646136,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
125.73201568652236,123.42862532369833,122.66074320048813,0.0719936465647393,22.489543158062084,163.99514950950038,161.61003405934503,1.4891380149001718,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
80.50566897505585,79.82465678499217,81.81356461690173,0.02401312685515638,5.600015924654766,166.88761569536504,169.74370474746507,0.8674888226350912,0,[]
89.54807537364857,90.46773598657822,84.91321887323357,0.016828666036111876,3.2444477704200025,171.64759574403683,167.6763710227391,0.9301563545358607,0,[]
88.58085571556913,88.70179261180387,89.08174831609065,-0.03255923114693117,0.0,162.76488857535125,166.6743757527558,1.0397919327609888,0,[]
82.76505118382308,79.04266381481196,82.20358438212165,-0.009481287342133663,6.848706189659938,173.70154296417402,167.74468100128644,0.8836450101527344,0,[]
110.49907332744382,110.91192957341705,108.000965823043,-0.03226142804538851,8.755715635507878,164.06466466208028,169.9607631988661,1.003902910713121,1,['insufficient_depth']
86.24043863216717,85.87628077347014,80.50119858245725,0.006920251679785592,3.2560445541043856,167.85386873616682,172.54494075244858,1.0234434801270942,0,[]
114.94709004990317,114.50829283047553,115.73924000544207,-0.016894962902888666,5.213062095009275,169.2366300558642,165.1480855424394,1.011498188107691,1,['insufficient_depth']
89.48712016354008,92.94997766560478,90.55972302795664,0.0158491477356241,7.050886188439163,167.2575689026027,166.4102752105217,0.9544344255633164,0,[]
88.49964011724163,90.75728904308663,88.43696190193076,-0.001442647474141915,0.33944737326407926,166.18018248059238,168.0971332228489,1.0751600707015343,0,[]
86.87197288108953,85.98495213873456,87.55284352449671,-0.09522558919344393,8.214752575263802,160.25122359664385,161.93823240393561,0.9586793528556798,1,['hip_pike']
90.65352908804483,92.3954341225478,92.17023755513364,0.029860346915940597,2.1796672968958606,165.95077147582435,170.85146001730192,1.0284684543371048,0,[]
84.78872929161072,85.3643713082485,87.01946029539562,0.07909116938061511,0.0,162.69019106590588,166.46560006187144,0.9692344513184129,1,['hip_sag']
80.22107364615957,81.77533056471063,81.42328153419959,0.0006628487933405865,6.180247415541569,168.28923774613483,169.416149162714,0.9284873358378816,0,[]
118.43781182798784,119.44682608500167,117.44564783309815,0.06291417236795856,16.947993336838593,166.41712073554993,162.18349713717353,1.3994102840585034,2,"['insufficient_depth', 'hip_sag', 'elbow_flare']"
